V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
22,1.56805980253499,1.9956136297010816,1.9938350208122289,1.5278613778576258,1.6641952032223342,2.794311529025435,1.6663468847284089,0.5943626726102086,10
23,1.4386749358009547,1.9952984322551637,1.9938350208122289,1.4737275653332476,1.5982672765385357,2.794311529025435,1.6663468847284089,0.5943626726102086,10
24,1.4386749358009547,1.9946884144684298,1.9938350208122289,1.4484723962098365,1.5982672765385357,2.794311529025435,1.6327012555673714,0.5943626726102086,10
25,1.4386749358009547,1.9946884144684298,1.9938350208122289,1.4484723962098365,1.5399635962676255,2.794311529025435,1.6327012555673714,0.5943626726102086,10
26,1.4386749358009547,1.994571037632413,1.9936338312905286,1.4484723962098365,1.5399635962676255,2.8019089620560402,1.6327012555673714,0.5935026744920763,10
27,1.4386749358009547,1.994571037632413,1.9936338312905286,1.4244888843968515,1.5399635962676255,2.8019089620560402,1.588496936112642,0.5935026744920763,10
28,1.3111616465542466,1.994571037632413,1.9936338312905286,1.3920077126100663,1.5399635962676255,2.8019089620560402,1.588496936112642,0.5935026744920763,10
29,1.1845371046103539,1.994489900080487,1.9928820223161023,1.3920077126100663,1.5399635962676255,2.8455289322882886,1.588496936112642,0.5935026744920763,10
30,1.1534852848248558,1.994489900080487,1.9928820223161023,1.3920077126100663,1.44194651087746,2.8455289322882886,1.588496936112642,0.5935026744920763,10
31,1.1291740690311418,1.9943672811836002,1.9921571264676754,1.3178236142545943,1.4131761389784514,2.8455289322882886,1.5559105250285936,0.5926063413335944,10
32,1.1291740690311418,1.9943503947490824,1.9921571264676754,1.2861947795748714,1.4131761389784514,2.9736320496536788,1.5559105250285936,0.5926063413335944,10
33,1.1291740690311418,1.9933686966686508,1.991572231849656,1.2861947795748714,1.4131761389784514,3.020606429688632,1.5083827953087163,0.5926063413335944,10
34,1.0061204070504757,1.9933686966686508,1.991572231849656,1.2861947795748714,1.4131761389784514,3.132135673332959,1.4704854276496915,0.5921748621854933,10
35,0.9834937215037646,1.992383924490772,1.991572231849656,1.2861947795748714,1.4131761389784514,3.132135673332959,1.4704854276496915,0.5921748621854933,10
36,0.9671551792975517,1.992383924490772,1.991572231849656,1.2861947795748714,1.3956384364981202,3.2943017940036947,1.4455938729457556,0.5916725166291,10
37,0.94514728296548145,1.9917700294880194,1.990892248508521,1.2861947795748714,1.3888561162166295,3.2943017940036947,1.4455938729457556,0.5908823023489679,10
38,0.94514728296548145,1.9917700294880194,1.990892248508521,1.2861947795748714,1.3888561162166295,3.2943017940036947,1.4415965670952573,0.5899072434096599,10
39,0.94514728296548145,1.9917700294880194,1.990892248508521,1.2861947795748714,1.3888561162166295,3.2943017940036947,1.4415965670952573,0.5890031959996561,10
40,0.94514728296548145,1.9909569782707839,1.990892248508521,1.2861947795748714,1.378074005572125,3.2943017940036947,1.3970640555256977,0.5882124610017057,11.236182252076688
41,0.94514728296548145,1.990947169467341,1.990372307317332,1.2861947795748714,1.378074005572125,3.374567678198218,1.3509093948407098,0.5873577687474901,11.236182252076688
42,0.81730003785342,1.990947169467341,1.990208732030355,1.2521521525830033,1.3727604789193717,3.374567678198218,1.341576557047665,0.5865997408889236,11.236182252076688
43,0.81730003785342,1.9906121485680341,1.990208732030355,1.2521521525830033,1.371886201575398,3.374567678198218,1.3312989441910756,0.5865105793392288,11.236182252076688
44,0.81730003785342,1.9906121485680341,1.990208732030355,1.2521521525830033,1.371886201575398,3.50608710758388,1.3312989441910756,0.5856520749051126,11.236182252076688
45,0.799739043703303,1.9904790568044408,1.990208732030355,1.1936188263073566,1.3334163277409967,3.508004291821271,1.3312989441910756,0.5856520749051126,11.236182252076688
46,0.7504464670922609,1.9900254922765306,1.9898488009553408,1.1936188263073566,1.3334163277409967,3.508004291821271,1.3312989441910756,0.585594466687646,11.236182252076688
47,0.7504464670922609,1.989596106707584,1.9895753320907248,1.1724051937088373,1.3334163277409967,3.607731813192367,1.2914377766894174,0.5853404532317075,11.236182252076688
48,0.6571625603409486,1.989596106707584,1.98919061502209,1.1489239595085385,1.2435988995712246,3.607731813192367,1.2914377766894174,0.585177912165411,11.236182252076688
49,0.6440691311145202,1.988737030745484,1.98919061502209,1.1068351329118016,1.1728990805335338,3.6731233000755306,1.2801659441785884,0.5842085002530368,11.236182252076688
50,0.6440691311145202,1.988737030745484,1.9885622944375505,1.0767199905961755,1.1203024911228563,3.6731233000755306,1.2801659441785884,0.5842085002530368,11.236182252076688
51,0.5593433055747301,1.9880298062404618,1.9885622944375505,1.0228906137496236,1.1203024911228563,3.871510849054902,1.2793944937409831,0.5838106797230432,11.236182252076688
52,0.5593433055747301,1.9880298062404618,1.9885622944375505,0.9909588681161408,1.1203024911228563,3.871510849054902,1.2411243428941814,0.5838106797230432,11.236182252076688
53,0.4299629777669907,1.9880298062404618,1.988505899061915,0.984917470403016,1.1203024911228563,3.9586982638575132,1.2411243428941814,0.5830893791103738,11.236182252076688
54,0.31748808304779236,1.9876649059792981,1.9877291309619327,0.984917470403016,1.1203024911228563,3.9586982638575132,1.2159725449280812,0.5830893791103738,11.236182252076688
55,0.31748808304779236,1.9875350425611251,1.987638204847463,0.984917470403016,1.1203024911228563,4.135077405534684,1.2159725449280812,0.5830893791103738,11.236182252076688
56,0.31748808304779236,1.9875314774517903,1.987616978209932,0.984917470403016,1.1203024911228563,4.135077405534684,1.1730613054940475,0.5830893791103738,11.236182252076688
57,0.31748808304779236,1.9871434345971795,1.987616978209932,0.9416380491852765,1.1203024911228563,4.135077405534684,1.1496645406121386,0.5825379766174595,11.236182252076688
58,0.238545090421103,1.9864570253230633,1.987513649961446,0.9416380491852765,1.1203024911228563,4.216328415554016,1.1118483996251596,0.5819393305606212,11.236182252076688
59,0.238545090421103,1.9863662255159582,1.987088353741449,0.9416380491852765,1.075353368092328,4.31830526459962,1.0630978271365163,0.5819393305606212,11.236182252076688
60,0.13656953523401177,1.985430433979724,1.987088353741449,0.9416380491852765,1.0525598322972651,4.435765860788523,1.0630978271365163,0.5819393305606212,11.236182252076688
61,0.024823134401813204,1.9845064747245054,1.987088353741449,0.9416380491852765,0.9742888226173814,4.487881319411098,1.031971732340753,0.5809766840990636,11.236182252076688
62,0.024823134401813204,1.9842778173382396,1.9863181218602701,0.9413976913318043,0.9742888226173814,4.686689131055027,1.031971732340753,0.5809461505902003,11.236182252076688
63,-0.10101643480826165,1.9839676454956645,1.9862057434581226,0.9040256684273487,0.9302822731435294,4.7175829115323715,1.031971732340753,0.5809461505902003,11.236182252076688
64,-0.19732884831260886,1.983884938631207,1.9862057434581226,0.9040256684273487,0.9302822731435294,4.825124323740601,1.031971732340753,0.5809461505902003,11.236182252076688
65,-0.19732884831260886,1.983884938631207,1.9860757177742203,0.84978763204068,0.8530992915388191,4.825124323740601,0.9973014166578649,0.5809461505902003,11.236182252076688
66,-0.19732884831260886,1.983884938631207,1.9858422557883901,0.84978763204068,0.8530992915388191,4.854430147726088,0.9487196653848512,0.5805479469224814,11.236182252076688
67,-0.23548133088275786,1.983884938631207,1.9858422557883901,0.84978763204068,0.8530992915388191,4.854430147726088,0.9487196653848512,0.5797605847353119,11.236182252076688
68,-0.26442776953335845,1.98331093182927,1.9858422557883901,0.84978763204068,0.82909581256099,4.854430147726088,0.9023276532068847,0.5797605847353119,11.236182252076688
69,-0.3490549883386119,1.98331093182927,1.9857202503522864,0.7810441613569861,0.7413572160061443,4.854430147726088,0.8718546069227158,0.5789975275401961,11.236182252076688
70,-0.39866061290260396,1.9827934909472242,1.9850232745162217,0.703504277132452,0.7413572160061443,4.854430147726088,0.8718546069227158,0.5789975275401961,11.236182252076688
71,-0.39866061290260396,1.9827934909472242,1.9850232745162217,0.6835119476541881,0.6744905885774637,4.912904744781553,0.8351608606055377,0.5789975275401961,11.236182252076688
72,-0.41483533987775434,1.9827934909472242,1.9840709180356941,0.6344099733978514,0.6744905885774637,4.912904744781553,0.8351608606055377,0.5789975275401961,11.236182252076688
73,-0.4187957039568572,1.9823383845305071,1.9836748979003176,0.6344099733978514,0.6191359864082182,5.046196407265961,0.8153804067056625,0.5789975275401961,11.236182252076688
74,-0.4187957039568572,1.9815359054780566,1.9833770900508396,0.6344099733978514,0.6191359864082182,5.046196407265961,0.7768517809687181,0.5789975275401961,11.236182252076688
75,-0.544974230211228,1.9806008556257002,1.9833770900508396,0.6184358324483041,0.5595130464062089,5.138520839530974,0.7768517809687181,0.5789975275401961,11.236182252076688
76,-0.5807059591729193,1.9804279115954413,1.9829840735131883,0.6184358324483041,0.557823877036571,5.194330148398876,0.7384134952910243,0.5789975275401961,11.236182252076688
77,-0.5807059591729193,1.980344371508807,1.9827874028892265,0.6184358324483041,0.557823877036571,5.194330148398876,0.7144945382140575,0.5789975275401961,11.236182252076688
78,-0.5807059591729193,1.979795320964884,1.9821640352443801,0.579157554507256,0.557823877036571,5.194330148398876,0.6815006508724762,0.5784613332850862,11.236182252076688
79,-0.5807059591729193,1.9793939888211898,1.9821640352443801,0.5658981482684617,0.5342125007882709,5.194330148398876,0.6815006508724762,0.5783251274935904,11.236182252076688
80,-0.5807059591729193,1.978992717689369,1.9816836908920676,0.5135430949926382,0.5297896152827883,5.194330148398876,0.6672655129572375,0.5783251274935904,11.236182252076688
81,-0.5807059591729193,1.978992717689369,1.9816836908920676,0.5135430949926382,0.5297896152827883,5.3269155284389855,0.6327564516337586,0.5783251274935904,11.236182252076688
82,-0.5809010559413581,1.978992717689369,1.9816836908920676,0.5135430949926382,0.5297896152827883,5.3269155284389855,0.6327564516337586,0.5783251274935904,11.236182252076688
83,-0.7106150910537689,1.978992717689369,1.9812226538159894,0.49860759347677286,0.5297896152827883,5.3269155284389855,0.6032154807820914,0.5783251274935904,11.236182252076688
84,-0.7106150910537689,1.9784795661768877,1.9812226538159894,0.49860759347677286,0.5297896152827883,5.4617863623425364,0.567515577515587,0.5780290419659581,11.236182252076688
85,-0.7475952659221364,1.977798119544983,1.9806910506938593,0.48901713300496397,0.5297896152827883,5.5487644107081,0.567515577515587,0.5780290419659581,11.236182252076688
86,-0.7495638463646171,1.977389322907664,1.9806910506938593,0.4465835214033729,0.5286185341887171,5.681469153705985,0.5356660137185825,0.5771726308092479,11.236182252076688
87,-0.7495638463646171,1.9766240425836297,1.9806910506938593,0.4465835214033729,0.52605032287538,5.72874102992937,0.5096936579560859,0.57690215769643,11.236182252076688
88,-0.7495638463646171,1.9766240425836297,1.9806910506938593,0.3794587494432932,0.52605032287538,5.817410633526743,0.49929569826927017,0.5761908068442722,11.236182252076688
89,-0.8442501151096073,1.9758946450650694,1.980379384562374,0.3053020054847008,0.515865123784169,5.915720946807415,0.4602016409393398,0.5758928478294988,11.236182252076688
90,-0.8564308067504314,1.9749227437661032,1.9793925634985798,0.27455210030078947,0.515865123784169,6.065711062960327,0.4407369972439481,0.5752118631275375,11.236182252076688
91,-0.9465700419805941,1.9748195730112497,1.9793253390784384,0.27455210030078947,0.515865123784169,6.065711062960327,0.4003329753410069,0.5752118631275375,11.236182252076688
92,-0.9465700419805941,1.9739109674347568,1.9790487224403779,0.19611402351409257,0.51322013689205,6.065711062960327,0.37005033164750767,0.5752118631275375,11.236182252076688
93,-0.9677036397950721,1.9736739993589003,1.9789575590249162,0.13628773976117434,0.4441900430247183,6.260831038374454,0.37005033164750767,0.5743625514172022,11.236182252076688
94,-0.9677036397950721,1.9736739993589003,1.9781551638008106,0.12154710680246414,0.4441900430247183,6.303307925723494,0.37005033164750767,0.5735173002025117,11.236182252076688
95,-0.9677036397950721,1.9733479917966765,1.9772834368608903,0.09693694159388602,0.372074402775615,6.303307925723494,0.3553860304178668,0.5735173002025117,11.236182252076688
96,-0.9677036397950721,1.9732986494423825,1.9768565125297766,0.09693694159388602,0.3567809022963042,6.303307925723494,0.3344518263824282,0.5735173002025117,11.236182252076688
97,-1.0718684508185832,1.972548453608994,1.97605640208535,0.0623825179785496,0.30092326207086395,6.316013270802796,0.3344518263824282,0.5729397942484361,11.236182252076688
98,-1.0718684508185832,1.972548453608994,1.97605640208535,0.006463891528547407,0.27319363052956713,6.316013270802796,0.29874435213860107,0.5726346031306316,11.236182252076688
99,-1.1965285062463953,1.9723938798271123,1.97605640208535,0.006463891528547407,0.21715984791517212,6.328479504957795,0.29651687948498856,0.5718201750027953,11.236182252076688
100,-1.2275743066985159,1.9716245816471059,1.97605640208535,0.006463891528547407,0.21715984791517212,6.517979678418487,0.29651687948498856,0.5718201750027953,11.236182252076688
101,-1.2275743066985159,1.9716245816471059,1.9755419777748184,0.00509086903184712,0.19829736328683747,6.632629037369043,0.2960586094995959,0.5718201750027953,11.236182252076688
102,-1.3326246892474591,1.9707993449480277,1.974832896915731,-0.01092180643230617,0.1661519624292846,6.632629037369043,0.25724995199125245,0.5714647348658187,11.236182252076688
103,-1.3326246892474591,1.9707993449480277,1.9740194674073728,-0.01092180643230617,0.10515497685410036,6.7159627949818965,0.25351222583558397,0.5714118238189263,11.236182252076688
104,-1.3835814172169194,1.9707993449480277,1.97379578704713,-0.08776297446340263,0.10515497685410036,6.797967602685094,0.23578487297054368,0.5708927912628283,11.236182252076688
105,-1.4676679600588978,1.970757399544586,1.97379578704713,-0.08776297446340263,0.10515497685410036,6.797967602685094,0.23578487297054368,0.5707921063345862,11.236182252076688
106,-1.4676679600588978,1.970508385845926,1.97379578704713,-0.08776297446340263,0.10515497685410036,6.946523255854845,0.2119685106910764,0.5707921063345862,11.236182252076688
107,-1.526264844145626,1.970508385845926,1.9729478067047903,-0.10808759838342608,0.030440752999856602,6.946523255854845,0.2119685106910764,0.5700793270375585,11.236182252076688
108,-1.5875373280933127,1.970508385845926,1.9729478067047903,-0.17431041643023432,0.030440752999856602,7.129478351492435,0.2119685106910764,0.5694844043063937,11.236182252076688
109,-1.6040146697079762,1.9699087224053222,1.9727206508154058,-0.2131414958462113,0.030440752999856602,7.129478351492435,0.16210562451742577,0.5694551344686194,11.236182252076688
110,-1.6040146697079762,1.9699087224053222,1.9717460211869338,-0.2737620234861964,-4.3395524844573943e-4,7.29546405505389,0.16210562451742577,0.5688258867254486,11.236182252076688
111,-1.6201268898462877,1.9695345598091374,1.9717460211869338,-0.2737620234861964,-4.3395524844573943e-4,7.358925284165889,0.16210562451742577,0.5687495021219371,11.236182252076688
112,-1.6201268898462877,1.9695345598091374,1.9717460211869338,-0.296702502779662,-0.08103802814148413,7.497627122607082,0.13757275419775383,0.5687495021219371,11.236182252076688
113,-1.6907266039401294,1.9688033173391597,1.9708992418390707,-0.296702502779662,-0.08103802814148413,7.638989244494588,0.13757275419775383,0.5681458216309553,11.236182252076688
114,-1.7881535564595834,1.968455484817736,1.9708992418390707,-0.296702502779662,-0.08103802814148413,7.638989244494588,0.13757275419775383,0.5681458216309553,11.236182252076688
115,-1.8848244833946228,1.968455484817736,1.9708992418390707,-0.296702502779662,-0.08747888747602747,7.638989244494588,0.13757275419775383,0.5681458216309553,11.236182252076688
116,-2.000222267038189,1.9679238854181023,1.9700767753301196,-0.3650271638110274,-0.08747888747602747,7.638989244494588,0.11519361012615251,0.5681458216309553,11.236182252076688
117,-2.0339241573959588,1.9678797723883763,1.9700767753301196,-0.4375345475599164,-0.08747888747602747,7.638989244494588,0.07983943738508956,0.5681458216309553,11.236182252076688
118,-2.06975306305103,1.9678797723883763,1.9700767753301196,-0.44311001393943966,-0.08747888747602747,7.684891037177295,0.06719367238692925,0.5681458216309553,11.236182252076688
119,-2.1258086480153726,1.9672903695795685,1.9700767753301196,-0.5059689410403365,-0.08747888747602747,7.684891037177295,0.06719367238692925,0.5681458216309553,11.236182252076688
120,-2.239062836226076,1.9672903695795685,1.9700263598249301,-0.5059689410403365,-0.16921850810758815,7.880260702222587,0.03932188830804065,0.5679403913151478,11.236182252076688
121,-2.3218209106661383,1.9668668045173399,1.9698623587493793,-0.5386716716364021,-0.16921850810758815,8.03717751428485,0.025829292670823484,0.567161379568745,11.236182252076688
122,-2.3221844890201466,1.9663290185793303,1.969850742244628,-0.5386716716364021,-0.25557223502546594,8.093221188057214,0.025829292670823484,0.5666677278256981,11.236182252076688
123,-2.3221844890201466,1.9663290185793303,1.969850742244628,-0.5386716716364021,-0.25557223502546594,8.093221188057214,0.014276196900755017,0.565857889231295,11.236182252076688
124,-2.3221844890201466,1.9657237220704555,1.9690015689563014,-0.5991063809394831,-0.25557223502546594,8.093221188057214,-0.006271854951046558,0.565857889231295,11.236182252076688
125,-2.3221844890201466,1.9652655006940476,1.9690015689563014,-0.6103604359924788,-0.25557223502546594,8.093221188057214,-0.006271854951046558,0.5654815729837871,11.236182252076688
126,-2.3221844890201466,1.9644179575867018,1.968798361103517,-0.6103604359924788,-0.25557223502546594,8.285124446917326,-0.0346454330021517,0.5654815729837871,11.236182252076688
127,-2.3875326986238363,1.963730419700965,1.968798361103517,-0.6103604359924788,-0.3230766517575835,8.375721343513579,-0.0346454330021517,0.5654815729837871,11.236182252076688
128,-2.3875326986238363,1.9630425692317073,1.9683184297876442,-0.6379812254756684,-0.412885545007885,8.375721343513579,-0.0346454330021517,0.5654008182259282,11.236182252076688
129,-2.3875326986238363,1.9630425692317073,1.9683184297876442,-0.6379812254756684,-0.4202747444156562,8.375721343513579,-0.0346454330021517,0.5647944463142199,11.236182252076688
130,-2.3875326986238363,1.9630425692317073,1.9683184297876442,-0.6379812254756684,-0.4202747444156562,8.497889267746359,-0.04217883653473124,0.5642073669875978,11.236182252076688
131,-2.4897887792391704,1.9630425692317073,1.9683184297876442,-0.6379812254756684,-0.49474981245584837,8.652586928009987,-0.047588389809243535,0.5634478660956962,11.236182252076688
132,-2.4897887792391704,1.9630425692317073,1.9683184297876442,-0.6379812254756684,-0.5890107714571065,8.652586928009987,-0.047588389809243535,0.5634478660956962,11.236182252076688
133,-2.4897887792391704,1.9630425692317073,1.9674361274070116,-0.6964350851625198,-0.5890107714571065,8.701315181702375,-0.08946916882414387,0.5634478660956962,12.961717823007877
134,-2.4897887792391704,1.9630425692317073,1.9674361274070116,-0.6964350851625198,-0.5979657788760966,8.701315181702375,-0.0983880921034144,0.5634478660956962,12.961717823007877
135,-2.4897887792391704,1.9630425692317073,1.9674361274070116,-0.7103736718371505,-0.6431673273909843,8.801723281573503,-0.11349763076286778,0.5634478660956962,13.712762905027141
136,-2.4897887792391704,1.9628817049497735,1.9674361274070116,-0.7103736718371505,-0.6511249948292976,8.801723281573503,-0.11349763076286778,0.5630226040114654,13.712762905027141
137,-2.6035066475346684,1.9628817049497735,1.967351900323295,-0.753734110333025,-0.6808775724377489,8.801723281573503,-0.11349763076286778,0.5628270920943474,13.712762905027141
138,-2.6035066475346684,1.9628817049497735,1.9665825627455498,-0.753734110333025,-0.6808775724377489,8.801723281573503,-0.11752834233921036,0.5628270920943474,13.712762905027141
139,-2.6035066475346684,1.9624720388897692,1.965595977718943,-0.753734110333025,-0.6947978671640164,8.804447905533015,-0.11752834233921036,0.5628270920943474,13.712762905027141
140,-2.6035066475346684,1.962415986687876,1.965595977718943,-0.753734110333025,-0.6947978671640164,8.804447905533015,-0.12270119900349542,0.5618433487457228,13.712762905027141
141,-2.6035066475346684,1.961670110245235,1.9650165752596231,-0.7935272641852493,-0.6947978671640164,8.912289153039454,-0.12456692084670082,0.5618433487457228,13.712762905027141
142,-2.6666141437320037,1.961670110245235,1.9647504852376887,-0.7935272641852493,-0.6947978671640164,8.912289153039454,-0.12456692084670082,0.5618160838023765,13.712762905027141
143,-2.702331970850937,1.961635054156184,1.9647504852376887,-0.7935711269453163,-0.6947978671640164,9.043896997254341,-0.12456692084670082,0.5618160838023765,13.712762905027141
144,-2.780039114076644,1.9611468186550771,1.9643650046554402,-0.7935711269453163,-0.7240442141890532,9.078797191008926,-0.12456692084670082,0.5618160838023765,13.712762905027141
145,-2.8864655795926226,1.9601710638962684,1.964042158687488,-0.8147484776377673,-0.7589516659732914,9.078797191008926,-0.12456692084670082,0.5617728636241524,13.712762905027141
146,-3.0059782175859433,1.9601710638962684,1.964042158687488,-0.8147484776377673,-0.7589516659732914,9.078797191008926,-0.143627669545822,0.5617728636241524,13.712762905027141
147,-3.1000866233650592,1.9601710638962684,1.9638860206864783,-0.8781555723398918,-0.7589516659732914,9.078797191008926,-0.1815600611735137,0.5617646130025392,13.712762905027141
148,-3.114211757155135,1.9595219689426011,1.9635792878549556,-0.8870211856439704,-0.8270107780583209,9.078797191008926,-0.18705513277091101,0.5617646130025392,13.712762905027141
149,-3.114211757155135,1.9595219689426011,1.9635792878549556,-0.8870211856439704,-0.8876398634165532,9.174388543050737,-0.18705513277091101,0.5617646130025392,13.712762905027141
150,-3.114211757155135,1.959320995796006,1.9635792878549556,-0.8870211856439704,-0.9546632403042175,9.22813440738246,-0.19885001014918105,0.5613490079496992,13.712762905027141
151,-3.221279155034572,1.959320995796006,1.9628623647852812,-0.9571094704791897,-0.9641682925634093,9.22813440738246,-0.19885001014918105,0.5613490079496992,13.712762905027141
152,-3.224325357358903,1.9591394500136374,1.9624420912419458,-1.004236561506986,-0.9641682925634093,9.303080839198083,-0.19885001014918105,0.5613490079496992,13.712762905027141
153,-3.224325357358903,1.95907060027495,1.9624420912419458,-1.0179314278066152,-1.0011042956728495,9.303080839198083,-0.2411992191802712,0.5612936811828991,13.712762905027141
154,-3.331977843474597,1.9587072585383427,1.9615236130533753,-1.0179314278066152,-1.0011042956728495,9.303080839198083,-0.2411992191802712,0.5612936811828991,13.712762905027141
155,-3.331977843474597,1.9587072585383427,1.9615236130533753,-1.0179314278066152,-1.0011042956728495,9.303080839198083,-0.2552954011829572,0.5609163404116413,13.712762905027141
156,-3.3455322451936085,1.9587072585383427,1.9615236130533753,-1.0688165137916796,-1.0835196123924113,9.303080839198083,-0.2552954011829572,0.5609076190572237,13.712762905027141
157,-3.3455322451936085,1.9587072585383427,1.9615236130533753,-1.129124968685209,-1.1777452162932611,9.391801558807492,-0.2552954011829572,0.5609017831399111,13.712762905027141
158,-3.3455322451936085,1.9587072585383427,1.960864146319685,-1.129124968685209,-1.1936220967210835,9.405384755972772,-0.26182787772268074,0.5603600502326159,13.712762905027141
159,-3.3455322451936085,1.9587072585383427,1.960358076184058,-1.129124968685209,-1.2513307019602513,9.405384755972772,-0.26182787772268074,0.5603600502326159,13.712762905027141
160,-3.4162410868098965,1.9585037798895497,1.960358076184058,-1.129124968685209,-1.2513307019602513,9.48860181029886,-0.31103426993358896,0.5594803222608759,13.712762905027141
161,-3.442865116889589,1.9585037798895497,1.960358076184058,-1.129124968685209,-1.2513307019602513,9.48860181029886,-0.31103426993358896,0.5594803222608759,13.712762905027141
162,-3.442865116889589,1.9585037798895497,1.960358076184058,-1.129124968685209,-1.2874754054006194,9.48860181029886,-0.31103426993358896,0.5594803222608759,13.712762905027141
163,-3.442865116889589,1.9585037798895497,1.960358076184058,-1.129124968685209,-1.3054338799323892,9.61333496198058,-0.31103426993358896,0.5589251119666738,13.712762905027141
164,-3.5405005139345307,1.9585037798895497,1.9595910106706447,-1.129124968685209,-1.3054338799323892,9.61333496198058,-0.3477913090493532,0.5583770291251136,13.712762905027141
165,-3.5405005139345307,1.9576026600403709,1.9595910106706447,-1.129124968685209,-1.3404160914011305,9.628559664729982,-0.35613897235598435,0.5583770291251136,13.712762905027141
166,-3.5405005139345307,1.9568027095771392,1.9595910106706447,-1.129124968685209,-1.3404160914011305,9.765358133614063,-0.35613897235598435,0.5576761234551674,13.712762905027141
167,-3.6670569456508386,1.9561610369877886,1.9595910106706447,-1.1752643480151883,-1.4314463858027016,9.786435746122152,-0.38234620587900303,0.5576761234551674,13.712762905027141
168,-3.6670569456508386,1.9561610369877886,1.9590545368297039,-1.1752643480151883,-1.4990450236480688,9.899889479205012,-0.38234620587900303,0.5574862036844721,13.712762905027141
169,-3.7499243933288384,1.956077962957788,1.9590545368297039,-1.1752643480151883,-1.5580327981151645,9.911140355467795,-0.38234620587900303,0.5571553284451372,13.712762905027141
170,-3.7499243933288384,1.956077962957788,1.9584709359994172,-1.221162239164113,-1.6559348476119344,9.911140355467795,-0.42176460295449963,0.5571553284451372,13.712762905027141
171,-3.7499243933288384,1.956077962957788,1.9584709359994172,-1.276751789599656,-1.6559348476119344,10.02852652259171,-0.4349697522586214,0.5571553284451372,13.712762905027141
172,-3.787774043027312,1.956077962957788,1.9584709359994172,-1.289308130480348,-1.6559348476119344,10.02852652259171,-0.4628882312215867,0.5569296598681255,13.712762905027141
173,-3.9077905802940958,1.956077962957788,1.9584709359994172,-1.289308130480348,-1.6559348476119344,10.04788184063509,-0.4628882312215867,0.5567522627161822,13.712762905027141
174,-3.9077905802940958,1.9552408926528877,1.9584709359994172,-1.289308130480348,-1.6844378374051308,10.153647339157759,-0.4628882312215867,0.5560990909822291,13.712762905027141
